dive_site_name,species_name
Berlingen Wildsau,"pike, perch, eel, carp, catfish, crayfish"
Biaha,Whitetip reef shark
Biatabang,"Reef fish ( Scorpionfish, boxfish,puffer fish, surgeonfish, angelfish, bannerfish, triggerfish, parrotfish, trumpetfish, pipefish, clown fish, sweetlips, snaper, grouper, lionfish etc)"
Bida Nok,Batfish
Bida Nok,Blacktip reef shark
Bida Nok Bay,Blacktip reef shark
Bida Nok Island,Barracuda
Bida Nok Island,Blacktip reef shark
Bida Nok Island,Giant cuttlefish
Bida Nok Island,Hawksbill turtle
Bida Nok Island,Leopard shark
Bida Nok Island,Moray eel
Bida Nok Island,Nudibranch
Bida Nok Island,Octopus
Bida Nok Island,"Reef fish ( Scorpionfish, boxfish,puffer fish, surgeonfish, angelfish, bannerfish, triggerfish, parrotfish, trumpetfish, pipefish, clown fish, sweetlips, snaper, grouper, lionfish etc)"
Bida Nok Island,Sea snake
Bida Nok Island,Seahorse
Bida Nok Island,Trevally
Big Blue,Barracuda
Big Blue,Lionfish
Big Blue,Octopus
Big Blue,Tuna
Big Coral,Coral
Big Fish Country,Barracuda
Big Fish Country,Grey reef shark
Big Fish Country,Jackfish
Big La Laguna,Boxfish / pufferfish
Big La Laguna,Cat Fish
Big La Laguna,Flounder
Big La Laguna,Ghost pipefish
Big La Laguna,Mackerel
Big La Laguna,Nudibranch
Big La Laguna,Pufferfish
Big La Laguna,Sea turtle
Big La Laguna,Trumpetfish / pipefish
Big Reef/Dalyan Reef,Barracuda
Big Reef/Dalyan Reef,Grouper
Big Reef/Dalyan Reef,Moray eel
Big Rock,Octopus
Big Seal,Angelfish
Big Seal,Bannerfish
Big Seal,Fur Seal
Big Seal,Humpback whale
Big Seal,Lobster
Big Seal,Octopus
Big Seal,Port Jackson Sharks
Big Seal,Sand tiger shark
Big Seal,Wobbegong Sharks
Big Wall,Jackfish
Big Wall,Napoleon fish
Bigelow Hollow State Park,Trout
Bigelow Hollow State Park,Turtle
Biquelli Wall,Kuhl’s Stingray
Biquelli Wall,Lobster
Biquelli Wall,Nudibranch
Biquelli Wall,"Reef fish ( Scorpionfish, boxfish,puffer fish, surgeonfish, angelfish, bannerfish, triggerfish, parrotfish, trumpetfish, pipefish, clown fish, sweetlips, snaper, grouper, lionfish etc)"
Biquelli Wall,Stonefish
Birhen Point,"Reef fish ( Scorpionfish, boxfish,puffer fish, surgeonfish, angelfish, bannerfish, triggerfish, parrotfish, trumpetfish, pipefish, clown fish, sweetlips, snaper, grouper, lionfish etc)"
BISTRO,Bull shark
BISTRO,Nurse sharks
BISTRO,Sharks
BISTRO,Tiger shark
Black Coral Wall,Angelfish
Black Coral Wall,Butterflyfish
Black Coral Wall,Colourful Wrasse Species
Black Coral Wall,Eagle ray
Black Coral Wall,Fairy Basslet
Black Coral Wall,Southern Stingray
Black Rock,Clownfish
Black Rock,Green sea turtles
Black Rock,Moray Eel
Black Rock,Nudibranch
Black Rock,octopus
Black Rock,Parrot fish
Black Rock,Rays
Black Rock,Reef fish
Black Rock,Snapper
Black Rock,Surgeonfish
Black tip,Leopard shark
Black tip,Turtle
Black tip,Whale shark
Blackadder,Angelfish
Blackadder,Batfish
Blackadder,Brain coral
Blackadder,Crab
Blackadder,fire worm
Blackadder,Hermit Crab
Blackadder,Sea stars
Blackadder,Seahorse
Blackadder,Shrimp
Blackadder,Spider crab
Blackadder,Surgeonfish
Blackadder,Tube Sponge
Blacks,Hermit Crab
Blacks,Moray Eels
Blacks,Nudibranch
Blairgowrie Pier,Blue-ringed octopus
Blairgowrie Pier,Nudibranch
Blairgowrie Pier,Nudibranch
Blairgowrie Pier,Octopus
Blairgowrie Pier,Octopus
Blairgowrie Pier,Pufferfish
Blairgowrie Pier,Seahorse
Blairgowrie Pier,Seal
Blairgowrie Pier,Sting ray
Blairgowrie Pier,Sting ray
Blindsee,Minnow
Blindsee,Perch
Blindsee,Pike
Blindsee,Tench
Bloom Shallows,Eaglerays
Bloom Shallows,Manta ray
Bloom Shallows,Parrot fish
Bloom Shallows,Sea turtle
Bloom Shallows,Sea Turtles
Bloom Shallows,Seahorse
Bloom Shallows,Stingrays
Bloom Shallows,Tarpon
Bloom Shallows,Trumpet fish
Blow Hole,Boxfish / pufferfish
Blow Hole,Gorgonian fan
Blow Hole,Pork fish
Blow Hole,Trumpetfish / pipefish
Blow Hole,White tip sharks
Blue Bay Swimming Area,Bass
Blue Bay Swimming Area,Perch
Blue Bay Swimming Area,Trout
Blue Cathedral,Jackfish
Blue Cathedral,Reef Fish
Blue Cathedral,Trevally
Blue Cathedral,Tuna
Blue cave Hvar,Coral
Blue cave Hvar,Dolphins
Blue cave Hvar,Garden eels
Blue cave Hvar,Gorgonian fan
Blue cave Hvar,Lobster
Blue cave Hvar,Nudibranch
Blue cave Hvar,Octopus
Blue cave Hvar,Reef Fish
Blue cave Hvar,Sea anemone
Blue Channel,Grouper
Blue Channel,Jellyfish
Blue Channel,Moray eel
Blue Channel,"Nurdibranchs, Seaslugs"
Blue Diamond,Boxfish / pufferfish
Blue Diamond,Moray eel
Blue Diamond,Parrot fish
Blue Diamond,pez angel
Blue Diamond,"Queen Angelfish, Blue Angelfish,"
Blue Fish Point,Giant cuttlefish
Blue Fish Point,Old Wive
Blue Fish Point,Port Jackson Sharks
Blue Fish Point,Wobbegong Sharks
Blue Fish Point,Yellowtail
Blue Grotto,Freshwater Fish
Blue Heron Bridge,Angelfish
Blue Heron Bridge,Batfish
Blue Heron Bridge,Eagle ray
Blue Heron Bridge,Frogfish
Blue Heron Bridge,Moray eel
Blue Heron Bridge,Nudibranch
Blue Heron Bridge,Nurse sharks
Blue Heron Bridge,Seahorse
Blue Hole,Angelfish
Blue Hole,Barracuda
Blue Hole,Barracuda
Blue Hole,Blue spotted Ray
Blue Hole,Butterflyfish
Blue Hole,Clownfish
Blue Hole,Coral
Blue Hole,Fish
Blue Hole,Fish
Blue Hole,Grouper
Blue Hole,Grouper
Blue Hole,Jellyfish
Blue Hole,Lionfish
Blue Hole,Moray eel
Blue Hole,Moray eel
Blue Hole,Moray eel
Blue Hole,Napoleon fish
Blue Hole,Nudibranch
Blue Hole,Nudibranch
Blue Hole,Octopus
Blue Hole,Rays
Blue Hole,Scorpionfish
Blue Hole,Scorpionfish
Blue Hole,Sea turtle
Blue Hole,Sea turtle
Blue Hole,snappers
Blue Hole,Sting ray
Blue Hole,Trumpetfish / pipefish
Blue Hole,Wrasse
Blue MaoMao Arch,Coral
Blue MaoMao Arch,Eels
Blue MaoMao Arch,Reef Fish
Blue RIbbon House Reef,Anemone fish
Blue RIbbon House Reef,Barracuda
Blue RIbbon House Reef,Nudibranch
Blue Room,Angelfish
Blue Room,Sea turtle
Blue Water Park,Bream
Bluegill Alley,Crayfish
Bluegill Alley,Pike
Boat House,Dolphins
Boat House,Pelagic Fish
Boat House,Pipefish
Boatyard,Bluespotted Stingray
Boatyard,Nudibranch
Boava Faru,Bluestripe Snapper (Invasive)
Boava Faru,Eagle ray
Boava Faru,Gray reef shark
Boava Faru,Green Sea Turtle
Boava Faru,Whitetip reef shark
Bodu Hiti Thila,Lobster
Bodu Hiti Thila,"Manta Rays, Sting Rays, Rigid Shrimpfish, Blennies"
Bodu Hiti Thila,Triggerfish
Bodu Hiti Thila,Tuna
Bodu Hiti Thila,Whitetip reef shark
Bodu Hohola,Hawksbill turtle
Bodu Hohola,Reef Fish
Bognor Rocks,Bass
Bognor Rocks,Bass
Bognor Rocks,Bream
Bognor Rocks,Crab
Bognor Rocks,Crabs
Bognor Rocks,Lobster
Bognor Rocks,Lobster
Bognor Rocks,Wrasse
Bogo Marine Sanctuary,Cuttlefish
Bogø - Fyrs Venner,Rødspætte
Booby Island,Jackfish
Booby Island,octopus
Booby Island,Scorpionfish
Booby Island,Seastars
Booby Island,Sting ray
Booby Island,Whitetip reef shark
Boulders,Barracuda
Boulders,Bluespotted Stingray
Boulders,Cuttlefish
Boulders,Eagle ray
Boulders,Frogfish
Boulders,Jackfish
Boulders,Lionfish
Boulders,Lionfish
Boulders,Mackerel
Boulders,Manta ray
Boulders,Napoleon fish
Boulders,Nudibranch
Boulders,Octopus
Boulders,Parrotfish
Boulders,Pipefish
Boulders,Scorpionfish
Boulders,Scorpionfish
Boulders,Seahorse
Boulders,Seahorse
Boulders,Silvertip sharks
Boulders,Snapper
Boulders,Stonefish
Boulders,Triggerfish
Boulders,Whitetip reef shark
Bounty Bay,"Reef fish ( Scorpionfish, boxfish,puffer fish, surgeonfish, angelfish, bannerfish, triggerfish, parrotfish, trumpetfish, pipefish, clown fish, sweetlips, snaper, grouper, lionfish etc)"
Bouy Line,Barracuda
Bouy Line,Drum fish
Bouy Line,Grouper
Bouy Line,Jack Species
Bouy Line,Moray eel
Bouy Line,Nurse sharks
Bouy Line,Pork fish
Bouy Line,Pufferfish
Bouy Line,Rays
Bouy Line,Reef Fish
Bouy Line,Spotted Moray Eel
Bouy Line,Toad Fish
Brain Cave (Cueva de Cerebros),Barracuda
Brain Cave (Cueva de Cerebros),Electric ray
Brain Cave (Cueva de Cerebros),Moray eel
Brain Cave (Cueva de Cerebros),Octopus
Brain Cave (Cueva de Cerebros),Sting ray
Brain Cave (Cueva de Cerebros),Trumpetfish / pipefish
Brain Coral,Reef Fish
Breakers Reef,Lemon shark
Breakers Reef,Reef Fish
Breakers Reef,Sea Turtles
Breakwater / San Carlos Beach,Sea lion
Breakwater / San Carlos Beach,Sea otter
Broken Ledge,Barracuda
Broken Ledge,Rays
Broken Ledge,"Reef fish ( Scorpionfish, boxfish,puffer fish, surgeonfish, angelfish, bannerfish, triggerfish, parrotfish, trumpetfish, pipefish, clown fish, sweetlips, snaper, grouper, lionfish etc)"
Broken rock,Bannerfish
Broken rock,Butterflyfish
Broken rock,Clownfish
Broken rock,Grouper
Broken rock,Jackfish
Broken rock,Lionfish
Broken rock,Napoleon fish
Broken rock,Parrotfish
Broken rock,Rays
Broken rock,Sweetlips
Broken rock,Triggerfish
Broken rock,Tuna
Broken rock,Whitetip reef shark
BTC (Baie Ternay Center),Butterflyfish
BTC (Baie Ternay Center),Eagle Rays
BTC (Baie Ternay Center),Emperors
BTC (Baie Ternay Center),Feathertail Ray
BTC (Baie Ternay Center),Moray eel
BTC (Baie Ternay Center),Parrot fish
BTC (Baie Ternay Center),Snapper
BTC (Baie Ternay Center),Soldierfish
BTC (Baie Ternay Center),Squirrelfish
BTC (Baie Ternay Center),Triggerfish
Bubba,Angelfish
Bubba,Barracuda
Bubba,Butterflyfish
Bubba,Goliath Grouper
Bubba,Grouper
Bubba,Hogfish
Bubba,Pork fish
Bubba,Pufferfish
Bubba,Sheepshead
Bubba,Snapper
Bubba,Snook fish
Bubba,Spadefish
Bubba,toadfishes
Bubble Cave,Green Turtle
Bubble Cave,Reef Fish
Bubble Cave,Sea snake
Bubble Cave,Whitetip reef shark
Bull Shoals,Carp
Bull Shoals,Perch
Bull Shoals,Trout
Bull Shoals Lake,"Walleye, crappie, catfish, perch, largemouth bass, smallmouth bass, striper, white bass, long-nose gar, suckers, turtle"
Bunutan,Barracuda
Bunutan,Blacktip reef shark
Bunutan,Eagle ray
Bunutan,Garden eels
Bunutan,Giant moray
Bunutan,Honeycomb moray
Bunutan,Lionfish
Bunutan,Moray eel
Bunutan,Nudibranch
Bunutan,Ribbon eel
Bunutan,Scorpionfish
Bunutan,Sting ray
Bunutan,Tuna
Bunutan,Turtle
Bunutan,Whitetip reef shark
Buoyancy World,Butterflyfish
Buoyancy World,Grouper
Buoyancy World,Parrot fish
Buoyancy World,Triggerfish
Burgos,Sea turtle
Butcher’s Bank,Barracuda
Butcher’s Bank,Nudibranch
Butcher’s Bank,Pipefish
Butcher’s Bank,Pufferfish
Butcher’s Bank,Seaslug
Butcher’s Bank,Southern Stingray
Butcher’s Bank,Trunkfish
C-53 Wreck Felipe Xicotencatl,Barracuda
C-53 Wreck Felipe Xicotencatl,Eagle rays
C-53 Wreck Felipe Xicotencatl,Grouper
C-53 Wreck Felipe Xicotencatl,Moray eel
C-53 Wreck Felipe Xicotencatl,Sea turtle
C47 Airplane Wreck,Grouper
C47 Airplane Wreck,Lionfish
C47 Airplane Wreck,Moray eel
C58,green moray
C58,Hawksbill sea turtle
C58,Loggerhead turtle
C58,White Spotted Eagle Ray
Cabel Reef,Coral
Cabel Reef,Moray eel
Cabel Reef,Nudibranch
Cabel Reef,Octopus
Cabel Reef,Sea cucumber
Cabel Reef,Sea turtle
Cabel Reef,Turtle
Cabrillo Beach,abalone
Cabrillo Beach,Crab
Cabrillo Beach,Garibaldi
Cabrillo Beach,Halibut
Cabrillo Beach,Horn Shark
Cabrillo Beach,Limpets
Cabrillo Beach,Round Ray
Cabrillo Beach,Scallop
Cabrillo Beach,Sea urchin
Cabrillo Beach,Sheephead
Cabrillo Beach,Wrasse
Cacique,Eels
Cacique,Hawksbill turtle
Cacique,Octopus
Cacique,Reef Fish
Cacique,Sting ray
Cacique,Whitetip reef shark
Cagaires,Rays
Cala de la Escalerica,Barracuda
Cala de la Escalerica,Bream
Cala de la Escalerica,cowbream
Cala de la Escalerica,Grouper
Cala de la Escalerica,Nudibranchs
Cala de la Escalerica,Octopus
Cala de la Escalerica,Ornate Wrasse
Cala de la Escalerica,Scorpionfish
Cala Fria,Bream
Cala Fria,cowbream
Cala Fria,Nudibranchs
Cala Fria,Octopus
Cala Fria,Ornate Wrasse
Cala Fria,Scorpionfish
CALA MAGRONI - Canyon - Grotta della Sorgente,Goatfish
CALA MAGRONI - Canyon - Grotta della Sorgente,Grouper
CALA MAGRONI - Canyon - Grotta della Sorgente,Moray eel
CALA MAGRONI - Canyon - Grotta della Sorgente,Nudibranch
CALA MAGRONI - Canyon - Grotta della Sorgente,Octopus
CALA MAGRONI - Canyon - Grotta della Sorgente,Parrotfish
CALA MAGRONI - Canyon - Grotta della Sorgente,Pelagic Fish
CALA MAGRONI - Canyon - Grotta della Sorgente,Sea cucumber
CALA MAGRONI - Canyon - Grotta della Sorgente,Sea urchin
CALA MAGRONI - Canyon - Grotta della Sorgente,Shrimp
CALA MAGRONI - Canyon - Grotta della Sorgente,Starfish
cala Martina,Barracuda
cala Martina,grouper
Cala Molins - Cala Carbó,Cuttlefish
Cala Molins - Cala Carbó,Octopus
Cala Molins - Cala Carbó,Squid
Cala Molins - Cala Carbó,Sting ray
Cala Vidre,Crab
Cala Vidre,Jellyfish
Cala Vidre,Nudibranch
Cala Vidre,Octopus
Cala Vidre,Sea anemone
Calderón,Butterflyfish
Calderón,Parrotfish
Calderón,Surgeonfish
Calderón,Trumpetfish / pipefish
Camp Cove,Coral
Camp Cove,Crab
Camp Cove,Electric ray
Camp Cove,Frogfish
Camp Cove,Giant cuttlefish
Camp Cove,Goatfish
Camp Cove,Moray eel
Camp Cove,Nudibranch
Camp Cove,Octopus
Camp Cove,Rays
Camp Cove,Sea lion
Camp Cove,Sea urchin
Camp Cove,Seahorse
Camp Cove,Shrimp
Camp Cove,Squid
Camp Cove,Starfish
Camp Cove,Sting ray
Camp Cove South,Coral
Camp Cove South,Crab
Camp Cove South,Eels
Camp Cove South,Electric ray
Camp Cove South,Giant cuttlefish
Camp Cove South,Goatfish
Camp Cove South,Grouper
Camp Cove South,Jellyfish
Camp Cove South,Octopus
Camp Cove South,Rays
Camp Cove South,Scorpionfish
Camp Cove South,Sea urchin
Camp Cove South,Sharks
Camp Cove South,Shrimp
Camp Cove South,Squid
Camp Cove South,Starfish
Camp Cove South,Sting ray
Candaping B Sanctuary,Nudibranch
Canyon,Damselfish
Canyon,Moray eel
Canyon,Octopus
Canyon,Sting ray
Canyon Wall,Batfish
Canyon Wall,Grouper
Canyon Wall,Jellyfish
Canyon Wall,Shrimp
Canyon Wall,Trevally
Canyons,Batfish
Canyons,Cardinal Fish
Canyons,Jackfish
Canyons,Octopus
Canyons,Scorpionfish
Canyons,Sweetlips
Canyons,Thresher Shark
Cap Matoopa,Eels
Cap Matoopa,Rays
Cap Matoopa,"Reef fish ( Scorpionfish, boxfish,puffer fish, surgeonfish, angelfish, bannerfish, triggerfish, parrotfish, trumpetfish, pipefish, clown fish, sweetlips, snaper, grouper, lionfish etc)"
Cap Matoopa,Sharks
Cap Matoopa,Turtles
"Cape Maeda, Blue Cave",Garden eels
"Cape Maeda, Blue Cave",Giant cuttlefish
"Cape Maeda, Blue Cave",Lionfish
"Cape Maeda, Blue Cave",Moray eel
"Cape Maeda, Blue Cave",Nudibranch
"Cape Maeda, Blue Cave",Scorpionfish
"Cape Maeda, Blue Cave",Scorpionfish
"Cape Maeda, Blue Cave",Sea anemone
"Cape Maeda, Blue Cave",Sea turtle
"Cape Maeda, Blue Cave",Sea turtle
"Cape Maeda, Blue Cave",Stonefish
Cape Ose,Clownfish
Cape Ose,Frogfish
Cape Ose,Garden eels
Cape Ose,Jellyfish
Cape Ose,Lionfish
Cape Ose,Pipefish
Cape Ose,Sea anemone
Cape Ose,Seahorse
Cape Ose,Stonefish
Cape Ose,Sunfish (mola mola)
Capernwray,Perch
Capernwray,Sturgeon
Capernwray,Trout
Capernwray (Jackdaw Quarry),Perch
Capernwray (Jackdaw Quarry),Roach
Capernwray (Jackdaw Quarry),Sturgeon
Capernwray (Jackdaw Quarry),Trout
Capo Galera Diving Center House Reef,Barracuda
Capo Galera Diving Center House Reef,Octopus
Capo Galera Diving Center House Reef,Seahorse
Capo Galera Diving Center House Reef,Squid
Carabao Islad,Batfish
Carabao Islad,Blacktip reef shark
Carabao Islad,Grey Sharks
Carabao Islad,Jackfish
Carabao Islad,Snapper
Carabao Islad,Sweetlips
Carabao Islad,Whitetip reef shark
Caragua - ShipWreck,Boxfish / pufferfish
Caragua - ShipWreck,Green turtle
Caragua - ShipWreck,Scorpionfish
Caragua - ShipWreck,thornback ray
Careless Reef,Barracuda
Careless Reef,Batfish
Careless Reef,Blacktip reef shark
Careless Reef,Butterflyfish
Careless Reef,Clownfish
Careless Reef,Goatfish
Careless Reef,Grey Sharks
Careless Reef,Grouper
Careless Reef,Napoleon fish
Careless Reef,Nurse sharks
Careless Reef,Parrotfish
Careless Reef,Pipefish
Careless Reef,Rays
Careless Reef,"Reef fish ( Scorpionfish, boxfish,puffer fish, surgeonfish, angelfish, bannerfish, triggerfish, parrotfish, trumpetfish, pipefish, clown fish, sweetlips, snaper, grouper, lionfish etc)"
Careless Reef,Snapper
Careless Reef,Tiger shark
Careless Reef,Tuna
Careless Reef,Whitetip reef shark
Carib Cargo,Angelfish
Carib Cargo,Barracuda
Carib Cargo,Boxfish / pufferfish
Carib Cargo,Butterflyfish
Carib Cargo,Coral
Carib Cargo,Eagle ray
Carib Cargo,Fish
Carib Cargo,Goatfish
Carib Cargo,Gorgonian fan
Carib Cargo,Grouper
Carib Cargo,Jackfish
Carib Cargo,Lionfish
Carib Cargo,Lobster
Carib Cargo,Moray eel
Carib Cargo,Parrot fish
Carib Cargo,Parrotfish
Carib Cargo,Rays
Carib Cargo,Reef Fish
Carib Cargo,Sea anemone
Carib Cargo,Sea cucumber
Carib Cargo,Sea urchin
Carib Cargo,Sharks
Carib Cargo,Snapper
Carib Cargo,Sting ray
Carib Cargo,Surgeonfish
Carib Cargo,Triggerfish
Carib Cargo,Trumpetfish / pipefish
Carlisle Bay,Barracuda
Carlisle Bay,Batfish
Carlisle Bay,Eagle ray
Carlisle Bay,flounder
Carlisle Bay,Frogfish
Carlisle Bay,Sea turtle
Carlisle Bay,Seahorse
Carlisle Bay,Stingrays
Carlisle Bay,Tarpon
Carlos Rosario Wall,Rays
Carlos Rosario Wall,Turtle
Carreiro dos Cações,Coral
Carreiro dos Cações,Crab
Carreiro dos Cações,Eels
Carreiro dos Cações,Fish
Carreiro dos Cações,Gorgonian fan
Carreiro dos Cações,Grouper
Carreiro dos Cações,Moray eel
Carreiro dos Cações,Nudibranch
Carreiro dos Cações,Octopus
Carreiro dos Cações,Pelagic Fish
Carreiro dos Cações,Rays
Carreiro dos Cações,Scorpionfish
Carreiro dos Cações,Sea anemone
Carreiro dos Cações,Sea cucumber
Carreiro dos Cações,Sea urchin
Carreiro dos Cações,Shrimp
Carreiro dos Cações,Starfish
Carreiro dos Cações,Triggerfish
Carrière Flintkote,Small Mouth Bass
Carrière Flintkote,Trout
Carthaginian II Wreck,Eagle Ray
Carthaginian II Wreck,Giant moray
Carthaginian II Wreck,Scorpionfish
Carthaginian II Wreck,Whitetip reef shark
Casa Verde,Barracuda
Casa Verde,Boxfish / pufferfish
Casa Verde,Brain coral
Casa Verde,Damselfishes
Casa Verde,Gorgonian fan
Casa Verde,Lobster
Casa Verde,Moray eel
Casa Verde,Nudibranch
Casa Verde,Nurse sharks
Casa Verde,Octopus
Casa Verde,Rays
Casa Verde,"Reef fish ( Scorpionfish, boxfish,puffer fish, surgeonfish, angelfish, bannerfish, triggerfish, parrotfish, trumpetfish, pipefish, clown fish, sweetlips, snaper, grouper, lionfish etc)"
Casa Verde,Spiny Lobster
Casa Verde,Toad Fish
Casa Verde,Triggerfish
Casablanca,Lobster
Casablanca,Nurse sharks
Casablanca,Octopus
Casablanca,Rays
Casablanca,"Reef fish ( Scorpionfish, boxfish,puffer fish, surgeonfish, angelfish, bannerfish, triggerfish, parrotfish, trumpetfish, pipefish, clown fish, sweetlips, snaper, grouper, lionfish etc)"
Casablanca,Toad Fish
Casablanca,Triggerfish
Casino Point,Blue Banded Gobi
Casino Point,Calico Bass
Casino Point,Garibaldi
Casino Point,Giant Black Sea Bass (Wreck Fish)
Casino Point,Lobster
Casino Point,Octopus
Casino Point,Pelagic Fish
Casino Point,Reef Fish
Casino Point,Sharks
Casino Point,Sheepshead
Castelletto di Brenzone,Clam
Castelletto di Brenzone,Pike
Castle Beach,Cuttlefish
Castle Beach,Spider crab
Castle Beach,Wrasse
Casuarina Point Reef Don Foster's Dive House Reef,Turtles
Casulian,Sea turtle
"Catalina Island, TBD",Blue Banded Gobi
"Catalina Island, TBD",flounders
"Catalina Island, TBD",Garibaldi
"Catalina Island, TBD",Nudibranchs
"Catalina Island, TBD",Octopus
"Catalina Island, TBD",Sea Hare
"Catalina Island, TBD",Sheepshead
"Catalina Island, TBD",White Sea Bass
Catalina Wreck Point,Crab
Catalina Wreck Point,Nudibranch
Catalina Wreck Point,Shrimp
catedral,Barracuda
catedral,Garden eels
catedral,Lobster
catedral,Parrotfish
catedral,Rays
catedral,Tuna
Cates Park in Deep Cove,Crab
Cates Park in Deep Cove,Jellyfish
Cates Park in Deep Cove,Nudibranch
Cates Park in Deep Cove,Sea anemone
Cates Park in Deep Cove,Sea cucumber
Cates Park in Deep Cove,Shrimp
Cathedral,Angelfish
Cathedral,Boxfish / pufferfish
Cathedral,Lobster
Cathedral,Pufferfish
Cathedral,Rays
Cathedral,Scorpionfish
Cativo,Amberjack
Cativo,Grouper
Cativo,Red Snapper
Cave Bay,Crayfish
Cave Bay,Kingfish
Cave Bay,Moray Eel
Cave Bay,Snapper
Cave Bay,Stingrays
Caves and Overhangs,Lionfish
Cayman Salvage Master,Arrow Crab
Cayman Salvage Master,Grouper
Cayman Salvage Master,Lionfish
Cayman Salvage Master,Moray eel
Cayman Salvage Master,Stingray
Cedric wall,turtles
Cela Cela,Angelfish
Cela Cela,Blacktip reef shark
Cela Cela,Coral
Cela Cela,Crab
Cela Cela,Eagle ray
Cela Cela,Gorgonian fan
Cela Cela,Nudibranch
Cela Cela,Parrotfish
Cela Cela,Sea turtle
Cela Cela,Seahorse
Cela Cela,Shrimp
Cela Cela,Whitetip reef shark
Cemetery Bay,Lionfish
Cemetery Bay,Nudibranch
Cemetery Bay,Sea anemone
Centeen Park,"pike, perch, eel, carp, catfish, crayfish"
Cermona II,Baracuda
Cermona II,Conger Eel
Cermona II,Grouper
Cermona II,Parrotfish
Cermona II,Rays
Cermona II,Trumpet fish
Cha Cha Cha,Angelfish
Cha Cha Cha,Boxfish / pufferfish
Cha Cha Cha,Butterflyfish
Cha Cha Cha,Goatfish
Cha Cha Cha,Lionfish
Cha Cha Cha,Octopus
